Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque
Acura,Tlx 3.5L V6,V6,"3,500 cc",290 hp,250 km/h,5.7 sec,"$50,000 ",Petrol,5,362 Nm
Acura,Ilx Special Edition,Inline-4,"2,400 cc",201 hp,200 km/h,6.6 sec,"$30,000 ",Petrol,5,180 Nm
Acura,Mdx Sh-Awd W/Technology Package,V6,"3,500 cc",290 hp,190 km/h,6.0 sec,"$55,000 ",Petrol,7,362 Nm
Acura,Nsx 3.5L Hybrid Coupe,Twin-Turbo V6 Hybrid,"3,493 cc",537 hp,307 km/h,2.9 sec,"$157,000 ",Hybrid,2,666 Nm
Acura,Mdx Elite,V6,"3,500 cc",290 hp,190 km/h,6.0 sec,"$58,000 ",Petrol,7,362 Nm
Acura,Tlx V6 Advance,V6,"3,500 cc",290 hp,250 km/h,5.7 sec,"$46,000 ",Petrol,5,362 Nm
Acura,Nsx Carbon Edition,Twin-Turbo V6 Hybrid,"3,493 cc",537 hp,307 km/h,2.9 sec,"$157,000 ",Hybrid,2,666 Nm
Acura,Rdx Turbo Sh-Awd,Turbocharged I4,"1,500 cc",272 hp,210 km/h,6.6 sec,"$42,000 ",Petrol,5,400 Nm
Acura,Ilx Technology Plus,Inline-4,"2,400 cc",201 hp,200 km/h,6.6 sec,"$28,000 ",Petrol,5,180 Nm
Acura,Tlx Type S Pmc Edition,Turbocharged V6,"3,000 cc",355 hp,250 km/h,5.1 sec,"$54,000 ",Petrol,5,480 Nm
Acura,Mdx Sport Hybrid,V6 Hybrid,"3,500 cc",321 hp,190 km/h,6.0 sec,"$52,000 ",Hybrid,7,335 Nm
Peugeot,208,Inline-4,"1,199 cc",82 hp,180 km/h,10.5 sec,"$22,000 ",Petrol,5,160 Nm
Peugeot,2008,Inline-4,"1,199 cc",100 hp,190 km/h,9.0 sec,"$25,000 ",Petrol,5,205 Nm
Peugeot,301,Inline-4,"1,598 cc",115 hp,185 km/h,10.0 sec,"$23,500 ",Petrol,5,150 Nm
Peugeot,308,Inline-4,"1,598 cc",130 hp,200 km/h,8.0 sec,"$28,000 ",Petrol,5,230 Nm
Peugeot,3008,Inline-4,"1,598 cc",180 hp,210 km/h,7.5 sec,"$32,000 ",Petrol,5,400 Nm
Peugeot,5008,Inline-4,"1,998 cc",165 hp,200 km/h,9.5 sec,"$35,000 ",Diesel,7,400 Nm
Peugeot,508,Inline-4,"1,998 cc",180 hp,235 km/h,8.0 sec,"$35,500 ",Petrol,5,300 Nm
Peugeot,Partner,Diesel I4,"1,560 cc",75 hp,160 km/h,12.0 sec,"$22,500 ",Diesel,5,200 Nm
Peugeot,Expert,Diesel I4,"1,997 cc",120 hp,180 km/h,10.0 sec,"$30,000 ",Diesel,3,300 Nm
Peugeot,Boxer,Diesel I4,"2,200 cc",140 hp,160 km/h,11.0 sec,"$32,000 ",Diesel,3,340 Nm
Peugeot,E-208,Electric Motor,50 kWh,136 hp,150 km/h,8.1 sec,"$35,000 ",Electric,5,260 Nm
Peugeot,E-2008,Electric Motor,50 kWh,136 hp,150 km/h,8.5 sec,"$38,000 ",Electric,5,260 Nm
Peugeot,208 Gti,Inline-4,"1,598 cc",208 hp,230 km/h,6.5 sec,"$28,000 ",Petrol,5,300 Nm
Peugeot,308 Gti,Inline-4,"1,598 cc",270 hp,250 km/h,6.0 sec,"$35,000 ",Petrol,5,330 Nm
Peugeot,508 Pse (Peugeot Sport Engineered),Hybrid I4,"1,598 cc (petrol) + Electric Motor",360 hp,250 km/h,5.2 sec,"$55,000 ",Hybrid,5,520 Nm
Peugeot,308 Allure,Inline-4,"1,199 cc",130 hp,205 km/h,9.3 sec,"$25,000 ",Petrol,5,230 Nm
Peugeot,2008 Allure,Inline-4,"1,199 cc",130 hp,200 km/h,9.7 sec,"$27,000 ",Petrol,5,230 Nm
Peugeot,3008 Allure,Inline-4,"1,499 cc",180 hp,210 km/h,8.0 sec,"$30,000 ",Petrol,5,250 Nm
Peugeot,5008 Allure,Inline-4,"1,499 cc",180 hp,200 km/h,8.5 sec,"$33,000 ",Petrol,7,250 Nm
Peugeot,508 Allure,Inline-4,"1,499 cc",180 hp,225 km/h,8.0 sec,"$35,000 ",Petrol,5,250 Nm
Peugeot,3008 Gt,Inline-4,"1,598 cc",200 hp,220 km/h,7.5 sec,"$35,000 ",Petrol,5,280 Nm
Peugeot,508 Gt,Inline-4,"1,598 cc",225 hp,235 km/h,6.8 sec,"$40,000 ",Petrol,5,300 Nm
Peugeot,3008 Gt Hybrid,Hybrid I4,"1,598 cc (petrol) + Electric Motor",300 hp,235 km/h,6.0 sec,"$45,000 ",Hybrid,5,400 Nm
Peugeot,5008 Gt Hybrid,Hybrid I4,"1,598 cc (petrol) + Electric Motor",300 hp,210 km/h,6.5 sec,"$48,000 ",Hybrid,7,400 Nm
Peugeot,208 Allure Premium,Inline-4,"1,199 cc",130 hp,200 km/h,9.5 sec,"$28,000 ",Petrol,5,230 Nm
Peugeot,Partner Tepee,Inline-4,"1,560 cc",100 hp,170 km/h,12.0 sec,"$25,000 ",Diesel,5,260 Nm
Peugeot,Expert L2H1,Inline-4,"1,997 cc",120 hp,160 km/h,13.0 sec,"$30,000 ",Diesel,3,320 Nm
Peugeot,Boxer L2H2,Inline-4,"2,200 cc",130 hp,140 km/h,14.0 sec,"$35,000 ",Diesel,3,350 Nm
Peugeot,Partner Electric,Electric Motor,-,136 hp,130 km/h,9.0 sec,"$40,000 ",Electric,5,260 Nm
Peugeot,Expert Electric,Electric Motor,-,136 hp,130 km/h,9.5 sec,"$45,000 ",Electric,5,260 Nm
Peugeot,208 Pse (Peugeot Sport Engineered),Hybrid I4,"1,598 cc (petrol) + Electric Motor",225 hp,250 km/h,5.5 sec,"$45,000 ",Hybrid,5,360 Nm
Peugeot,308 Pse,Hybrid I4,"1,598 cc (petrol) + Electric Motor",360 hp,250 km/h,5.0 sec,"$55,000 ",Hybrid,5,520 Nm
Peugeot,508 Pse,Hybrid I4,"1,598 cc (petrol) + Electric Motor",360 hp,250 km/h,5.2 sec,"$60,000 ",Hybrid,5,520 Nm
Peugeot,3008 Pse,Hybrid I4,"1,598 cc (petrol) + Electric Motor",300 hp,235 km/h,6.0 sec,"$50,000 ",Hybrid,5,400 Nm
Peugeot,2008 Active,Inline-4,"1,199 cc",100 hp,190 km/h,11.2 sec,"$22,000 ",Petrol,5,205 Nm
Peugeot,3008 Active,Inline-4,"1,499 cc",130 hp,200 km/h,10.0 sec,"$30,000 ",Petrol,5,240 Nm
Peugeot,5008 Active,Inline-4,"1,499 cc",130 hp,190 km/h,10.5 sec,"$33,000 ",Petrol,7,240 Nm
Peugeot,3008 Allure Premium,Inline-4,"1,499 cc",130 hp,200 km/h,9.8 sec,"$32,000 ",Petrol,5,240 Nm
Peugeot,5008 Allure Premium,Inline-4,"1,499 cc",130 hp,190 km/h,10.2 sec,"$35,000 ",Petrol,7,240 Nm
Peugeot,3008 Gt Line,Inline-4,"1,598 cc",180 hp,210 km/h,8.5 sec,"$35,000 ",Petrol,5,250 Nm
Peugeot,5008 Gt Line,Inline-4,"1,598 cc",180 hp,200 km/h,9.0 sec,"$38,000 ",Petrol,7,250 Nm
Peugeot,2008 Gt,Inline-4,"1,199 cc",130 hp,200 km/h,9.3 sec,"$25,000 ",Petrol,5,230 Nm
Peugeot,5008 Gt,Inline-4,"1,598 cc",180 hp,210 km/h,8.2 sec,"$40,000 ",Petrol,7,250 Nm
Peugeot,508 Sw (Station Wagon),Inline-4,"1,598 cc",180 hp,220 km/h,8.4 sec,"$35,000 ",Petrol,5,300 Nm
Peugeot,508 Saloon,Inline-4,"1,598 cc",180 hp,210 km/h,8.6 sec,"$37,000 ",Petrol,5,300 Nm
Peugeot,308 Saloon,Inline-4,"1,199 cc",130 hp,200 km/h,9.0 sec,"$28,000 ",Petrol,5,230 Nm
Peugeot,301 Sedan,Inline-4,"1,199 cc",82 hp,180 km/h,12.0 sec,"$20,000 ",Petrol,5,115 Nm
Peugeot,208 Sedan,Inline-4,"1,199 cc",100 hp,190 km/h,11.2 sec,"$22,000 ",Petrol,5,205 Nm
Ford,Fusion (Mondeo),1.5L EcoBoost / 2.0L Hybrid,"1,500 - 2,000 cc",160 - 250 hp,220 km/h,7.5 sec,"$25,000 - $40,000",Petrol/Hybrid,5,200 - 400 Nm
Ford,Taurus,3.5L V6 / 2.0L EcoBoost,"2,000 - 3,500 cc",200 - 365 hp,220 km/h,6.5 sec,"$30,000 - $45,000",Petrol,5,300 - 500 Nm
Ford,Fiesta,1.0L EcoBoost / 1.5L,"1,000 - 1,500 cc",85 - 200 hp,200 km/h,7.0 sec,"$15,000 - $25,000",Petrol,5,130 - 290 Nm
Ford,Focus,1.0L EcoBoost / 1.5L / 2.0L,"1,000 - 2,000 cc",120 - 300 hp,220 km/h,6.5 sec,"$20,000 - $30,000",Petrol,5,150 - 400 Nm
Ford,Ka+,1.2L Petrol,"1,200 cc",70 - 85 hp,165 km/h,10.5 sec,"$12,000 - $15,000",Petrol,5,100 - 140 Nm
Ford,Ecosport,1.0L Turbo Inline-3 / 2.0L,"1,000 - 2,000 cc",123 - 166 hp,180 km/h,9.0 sec,"$20,000 - $25,000",Petrol,5,170 - 200 Nm
Ford,Escape (Kuga),1.5L EcoBoost / 2.5L Hybrid,"1,500 - 2,500 cc",181 - 200 hp,190 km/h,7.5 sec,"$25,000 - $38,000",Petrol/Hybrid,5,230 - 200 Nm
Ford,Edge,2.0L EcoBoost / 2.7L V6,"2,000 - 2,700 cc",250 - 335 hp,200 km/h,6.5 sec,"$35,000 - $45,000",Petrol,5,400 - 475 Nm
Ford,Explorer,2.3L EcoBoost / 3.0L V6,"2,300 - 3,000 cc",300 - 400 hp,200 km/h,6.0 sec,"$35,000 - $55,000",Petrol,7,420 - 500 Nm
Ford,Expedition,3.5L EcoBoost / 5.4L V8,"3,500 - 5,400 cc",375 - 400 hp,180 km/h,6.5 sec,"$50,000 - $75,000",Petrol,8,650 - 800 Nm
Ford,Bronco,2.3L EcoBoost / 2.7L V6,"2,300 - 2,700 cc",275 - 310 hp,200 km/h,7.5 sec,"$30,000 - $55,000",Petrol,4,400 - 600 Nm
Ford,Bronco Sport,1.5L EcoBoost / 2.0L EcoBoost,"1,500 - 2,000 cc",181 - 250 hp,185 km/h,7.0 sec,"$26,000 - $38,000",Petrol,5,250 - 375 Nm
Ford,F-150,3.3L V6 / 5.0L V8 / 3.5L EcoBoost,"3,300 - 5,000 cc",290 - 450 hp,200 km/h,5.0 - 6.5 sec,"$35,000 - $75,000",Petrol/Diesel,5,400 - 700 Nm
Ford,F-250 Super Duty,6.2L V8 / 7.3L V8 / 6.7L Turbo-Diesel,"6,200 - 7,300 cc",385 - 475 hp,180 km/h,6.5 - 7.0 sec,"$40,000 - $70,000",Petrol/Diesel,5,"700 - 1,050 Nm"
Ford,F-350 Super Duty,6.7L Turbo-Diesel / 7.3L V8,"6,700 - 7,300 cc",450 - 475 hp,180 km/h,7.0 - 8.0 sec,"$45,000 - $75,000",Diesel,5,"1,050 - 1,200 Nm"
Ford,Maverick,2.5L Hybrid / 2.0L EcoBoost,"2,500 - 2,000 cc",191 - 250 hp,180 km/h,6.5 - 8.0 sec,"$22,000 - $30,000",Hybrid/Petrol,5,250 - 380 Nm
Ford,Ranger,2.3L Turbo Inline-4 / 2.7L V6,"2,300 - 2,700 cc",270 - 325 hp,180 km/h,6.0 - 7.0 sec,"$25,000 - $45,000",Petrol/Diesel,5,400 - 540 Nm
Ford,Mustang Mach-E,Electric Motor,Battery (68-98 kWh),290-480 hp,180 km/h,3.5 sec (GT Model),"$43,000 - $61,000",Electric,5,430 Nm (GT Model)
Ford,F-150 Lightning,Electric Motor,Battery (98 kWh),452 hp,180 km/h,4.5 sec,"$40,000 - $90,000",Electric,5,1051 Nm
Ford,Escape Hybrid,2.5L Inline-4 + Electric,"2,500 cc",200 hp,180 km/h,7.7 sec,"$28,000 - $38,000",Hybrid,5,210 Nm (Electric)
Ford,Explorer Hybrid,3.3L V6 + Electric,"3,300 cc",318 hp,180 km/h,7.5 sec,"$50,000 - $55,000",Hybrid,7,500 Nm
Ford,Mustang,5.0L V8,"5,000 cc",450 hp,250 km/h,4.3 sec,"$55,000 ",Petrol,4,530 Nm
Ford,Gt,3.5L Twin-Turbo V6,"3,500 cc",660 hp,348 km/h,3.0 sec,"$500,000 ",Petrol,2,746 Nm
Ford,Focus St,2.3L Turbo Inline-4,"2,300 cc",280 hp,250 km/h,5.7 sec,"$30,000 ",Petrol,5,420 Nm
Ford,Fiesta St,1.5L Turbo Inline-3,"1,500 cc",200 hp,230 km/h,6.5 sec,"$23,000 ",Petrol,5,290 Nm
Ford,Bronco Raptor,3.0L Twin-Turbo V6,"3,000 cc",400 hp,220 km/h,5.5 sec,"$70,000 ",Petrol,4,583 Nm
Ford,Ranger Raptor,2.7L Twin-Turbo V6,"2,700 cc",392 hp,200 km/h,6.0 sec,"$45,000 ",Petrol,5,583 Nm
Ford,F-150 Raptor,3.5L Twin-Turbo V6,"3,500 cc",450 hp,200 km/h,5.0 sec,"$70,000 ",Petrol,5,691 Nm
Ford,Puma,Turbocharged Inline-3,"1,000 cc",123 hp,191 km/h,9.6 sec,"$28,000 ",Petrol,5,200 Nm
Ford,Territory,Turbocharged Inline-4,"1,500 cc",140 hp,180 km/h,11.0 sec,"$32,000 ",Petrol,5,225 Nm
Ford,Everest,Turbocharged Inline-4,"2,000 cc",210 hp,190 km/h,10.5 sec,"$52,000 ",Diesel,7,500 Nm
Ford,Flex,Naturally Aspirated V6,"3,500 cc",287 hp,200 km/h,7.9 sec,"$31,000 ",Petrol,7,345 Nm
Ford,Mustang Shelby Gt500,Supercharged V8,"5,200 cc",760 hp,290 km/h,3.5 sec,"$79,420 ",Petrol,2,847 Nm
Ford,Mustang Shelby Gt350,Naturally Aspirated V8,"5,200 cc",526 hp,280 km/h,4.0 sec,"$59,140 ",Petrol,2,582 Nm
Ford,F-150 Platinum,Turbocharged V6,"3,500 cc",400 hp,180 km/h,6.5 sec,"$64,695 ",Petrol,5,678 Nm
Ford,F-150 Limited,Turbocharged V6,"3,500 cc",450 hp,190 km/h,6.1 sec,"$84,910 ",Petrol,5,678 Nm
Ford,Explorer Platinum,Turbocharged V6,"3,000 cc",400 hp,230 km/h,6.0 sec,"$56,505 ",Petrol,7,563 Nm
Ford,E-Series Cutaway,V8 Gasoline Engine,"7,300 cc",350 hp,140 km/h,13.0 sec,"$36,000 ",Petrol,2,569 Nm
Ford,Transit Chassis Cab,EcoBlue Turbo Diesel,"2,000 cc",170 hp,160 km/h,11.5 sec,"$37,000 ",Diesel,2,405 Nm
Ford,Explorer Plug-In Hybrid,V6 Hybrid + Electric Motor,"3,000 cc (petrol) + Electric Motor",457 hp,225 km/h,6.0 sec,"$53,000 ",Hybrid,7,825 Nm
Ford,Maverick Hybrid,I4 Hybrid,"2,500 cc (petrol) + Electric Motor",191 hp,180 km/h,7.8 sec,"$25,000 ",Hybrid,5,210 Nm
Ford,Mustang (2024),V8 Gasoline Engine,"5,000 cc",450 hp,250 km/h,4.5 sec,"$60,000 ",Petrol,4,570 Nm
Ford,Ranger (2024),I4 Turbo Diesel,"2,000 cc",210 hp,180 km/h,8.0 sec,"$40,000 ",Diesel,5,500 Nm
Ford,Escape Plug-In Hybrid (2024),I4 Hybrid,"2,500 cc (petrol) + Electric Motor",221 hp,190 km/h,7.5 sec,"$38,000 ",Hybrid,5,210 Nm
Ford,Bronco (2024),V6 EcoBoost,"2,700 cc",310 hp,200 km/h,6.7 sec,"$45,000 ",Petrol,5,542 Nm
Ford,Explorer (2024),V6 Turbocharged,"3,000 cc",400 hp,230 km/h,5.9 sec,"$55,000 ",Petrol,7,563 Nm
Mitsubishi,Mirage,1.2L MIVEC,"1,200 cc",78 hp,170 km/h,12.0 sec,"$16,000 - $18,000",Petrol,5,100 Nm
Mitsubishi,Mirage G4,1.2L MIVEC,"1,200 cc",78 hp,170 km/h,12.0 sec,"$17,000 - $19,000",Petrol,5,100 Nm
Mitsubishi,Outlander,2.5L 4-Cylinder,"2,500 cc",181 hp,190 km/h,9.5 sec,"$28,000 - $35,000",Petrol,7,245 Nm
Mitsubishi,Outlander Phev,2.4L Hybrid,"2,400 cc / 20 kWh battery",248 hp,170 km/h,10.5 sec,"$39,000 - $43,000",Hybrid,5,300 Nm
Mitsubishi,Eclipse Cross,1.5L Turbo,"1,500 cc",152 hp,180 km/h,9.8 sec,"$25,000 - $28,000",Petrol,5,250 Nm
Mitsubishi,Asx (Outlander Sport),2.0L MIVEC,"2,000 cc",148 hp,190 km/h,10.0 sec,"$23,000 - $26,000",Petrol,5,197 Nm
Mitsubishi,Pajero,3.2L Diesel Turbo,"3,200 cc",189 hp,180 km/h,10.5 sec,"$40,000 - $45,000",Diesel,7,441 Nm
Mitsubishi,Pajero Sport,2.4L Diesel Turbo,"2,400 cc",181 hp,180 km/h,11.0 sec,"$35,000 - $40,000",Diesel,7,430 Nm
Mitsubishi,Triton (L200),2.4L Diesel Turbo,"2,400 cc",181 hp,177 km/h,10.5 sec,"$25,000 - $35,000",Diesel,5,430 Nm
Mitsubishi,Lancer Evolution X,2.0L Turbocharged,"2,000 cc",291 hp,240 km/h,5.0 sec,"$40,000 - $50,000",Petrol,5,407 Nm
Mitsubishi,I-Miev (Electric),Electric Motor,16 kWh battery,66 hp,130 km/h,15.0 sec,"$23,000 - $26,000",Electric,4,196 Nm
Mitsubishi,Xpander,1.5L MIVEC,"1,500 cc",105 hp,170 km/h,13.5 sec,"$20,000 - $25,000",Petrol,7,141 Nm
Mitsubishi,Delica D:5,2.2L Diesel Turbo,"2,200 cc",145 hp,175 km/h,11.0 sec,"$35,000 - $40,000",Diesel,7,360 Nm
Mitsubishi,Colt,1.1L / 1.5L MIVEC,"1,100 - 1,500 cc",75 - 150 hp,180 km/h,9.0 - 12.0 sec,"$15,000 - $20,000",Petrol,5,100 - 180 Nm
Mitsubishi,Grandis,2.4L MIVEC,"2,400 cc",165 hp,190 km/h,11.0 sec,"$25,000 - $30,000",Petrol,7,217 Nm
Mitsubishi,Outlander Black Edition,2.5L 4-Cylinder,"2,500 cc",181 hp,190 km/h,9.5 sec,"$32,000 - $35,000",Petrol,7,245 Nm
Mitsubishi,Outlander Sel,2.5L 4-Cylinder,"2,500 cc",181 hp,190 km/h,9.5 sec,"$31,000 - $34,000",Petrol,7,245 Nm
Mitsubishi,Outlander Se,2.5L 4-Cylinder,"2,500 cc",181 hp,190 km/h,9.5 sec,"$29,000 - $32,000",Petrol,7,245 Nm
Mitsubishi,Eclipse Cross Black Edition,1.5L Turbo,"1,500 cc",152 hp,180 km/h,9.8 sec,"$28,000 - $30,000",Petrol,5,250 Nm
Mitsubishi,Asx Exceed,2.0L MIVEC,"2,000 cc",148 hp,190 km/h,10.0 sec,"$26,000 - $28,000",Petrol,5,197 Nm
Mitsubishi,Triton Athlete,2.4L Diesel Turbo,"2,400 cc",181 hp,177 km/h,10.5 sec,"$27,000 - $35,000",Diesel,5,430 Nm
Mitsubishi,Pajero Final Edition,3.2L Diesel Turbo,"3,200 cc",189 hp,180 km/h,10.5 sec,"$45,000 - $50,000",Diesel,7,441 Nm
Mitsubishi,L200 Barbarian X,2.4L Diesel Turbo,"2,400 cc",181 hp,177 km/h,10.5 sec,"$30,000 - $35,000",Diesel,5,430 Nm
Mitsubishi,Space Star,1.2L MIVEC,"1,200 cc",78 hp,170 km/h,12.0 sec,"$15,000 - $17,000",Petrol,5,100 Nm
Mitsubishi,Lancer Ex,1.6L MIVEC / 2.0L,"1,600 - 2,000 cc",117 - 148 hp,200 km/h,10.0 sec,"$20,000 - $25,000",Petrol,5,154 - 197 Nm
Mitsubishi,Montero Sport,2.4L Diesel Turbo,"2,400 cc",181 hp,180 km/h,11.0 sec,"$35,000 - $40,000",Diesel,7,430 Nm
Mitsubishi,Attrage,1.2L MIVEC,"1,200 cc",78 hp,170 km/h,12.5 sec,"$15,000 - $17,000",Petrol,5,100 Nm
Mitsubishi,Rvr Se,2.0L MIVEC,"2,000 cc",148 hp,190 km/h,10.5 sec,"$23,000 - $25,000",Petrol,5,197 Nm
Mitsubishi,Delica Van,2.0L Diesel / 2.2L Diesel,"2,000 - 2,200 cc",145 hp,175 km/h,11.5 sec,"$30,000 - $35,000",Diesel,7,360 Nm
Mitsubishi,Canter (Truck),3.0L Diesel,"3,000 cc",150 hp,120 km/h,N/A,"$35,000 - $45,000",Diesel,2,370 Nm
Mitsubishi,Lancer Glx,1.6L MIVEC,"1,600 cc",115 hp,190 km/h,11.5 sec,"$17,000 - $20,000",Petrol,5,154 Nm
Mitsubishi,Pajero Gls,3.2L Diesel Turbo,"3,200 cc",189 hp,180 km/h,10.5 sec,"$45,000 - $50,000",Diesel,7,441 Nm
Mitsubishi,Xpander Cross,1.5L MIVEC,"1,500 cc",105 hp,170 km/h,12.0 sec,"$20,000 - $25,000",Petrol,7,141 Nm
Mitsubishi,Eclipse Cross Phev,2.4L PHEV,"2,400 cc",188 hp,180 km/h,10.5 sec,"$35,000 - $40,000",Plug-in Hybrid,5,199 Nm
Mitsubishi,Outlander Es,2.5L 4-Cylinder,"2,500 cc",181 hp,190 km/h,9.5 sec,"$28,000 - $30,000",Petrol,7,245 Nm
Mitsubishi,Montero Glx,2.4L Diesel Turbo,"2,400 cc",181 hp,180 km/h,11.0 sec,"$35,000 - $40,000",Diesel,7,430 Nm
Mitsubishi,Triton Glx-R,2.4L Diesel Turbo,"2,400 cc",181 hp,177 km/h,10.5 sec,"$27,000 - $35,000",Diesel,5,430 Nm
Mitsubishi,Asx Dynamic,2.0L MIVEC,"2,000 cc",148 hp,190 km/h,10.0 sec,"$25,000 - $28,000",Petrol,5,197 Nm
Mitsubishi,Mirage Es,1.2L MIVEC,"1,200 cc",78 hp,170 km/h,12.5 sec,"$15,000 - $17,000",Petrol,5,100 Nm
Mitsubishi,Outlander Le,2.5L 4-Cylinder,"2,500 cc",181 hp,190 km/h,9.5 sec,"$30,000 - $35,000",Petrol,7,245 Nm
Mitsubishi,Fuso Fighter (Truck),7.5L Diesel,"7,500 cc",240 hp,120 km/h,N/A,"$70,000 - $90,000",Diesel,2,686 Nm
Mitsubishi,Fuso Canter Eco Hybrid,3.0L Diesel Hybrid,"3,000 cc",150 hp,120 km/h,N/A,"$50,000 - $60,000",Diesel Hybrid,2,370 Nm
Mitsubishi,Space Runner,1.8L MIVEC,"1,800 cc",140 hp,185 km/h,10.5 sec,"$20,000 - $23,000",Petrol,5,170 Nm
Mitsubishi,Toppo Bj,0.7L 3-Cylinder,660 cc,52 hp,130 km/h,15.0 sec,"$10,000 - $12,000",Petrol,4,60 Nm
Mitsubishi,Chariot,2.0L MIVEC,"2,000 cc",140 hp,185 km/h,10.5 sec,"$20,000 - $23,000",Petrol,7,170 Nm
Mitsubishi,Lancer Se Limited,2.0L MIVEC,"2,000 cc",148 hp,200 km/h,10.0 sec,"$20,000 - $25,000",Petrol,5,197 Nm
Mitsubishi,Pajero Swb (Short Wheel Base),3.2L Diesel Turbo,"3,200 cc",189 hp,180 km/h,10.5 sec,"$45,000 - $50,000",Diesel,5,441 Nm
Mitsubishi,Delica Space Gear,2.4L Petrol,"2,400 cc",145 hp,170 km/h,13.0 sec,"$30,000 - $35,000",Petrol,7,206 Nm
Mitsubishi,I (Kei Car),0.7L 3-Cylinder,660 cc,64 hp,130 km/h,15.5 sec,"$12,000 - $15,000",Petrol,4,94 Nm
Mitsubishi,Dion,2.0L 4-Cylinder,"2,000 cc",135 hp,180 km/h,11.5 sec,"$15,000 - $18,000",Petrol,7,181 Nm
Mitsubishi,Airtrek,2.4L 4-Cylinder,"2,400 cc",160 hp,190 km/h,11.0 sec,"$20,000 - $25,000",Petrol,5,214 Nm
Mitsubishi,Ek Space,0.7L 3-Cylinder,660 cc,52 hp,130 km/h,15.0 sec,"$10,000 - $12,000",Petrol,4,60 Nm
Mitsubishi,Ek X,0.7L 3-Cylinder,660 cc,64 hp,140 km/h,13.5 sec,"$12,000 - $15,000",Petrol,4,94 Nm
Mitsubishi,Colt Czc Convertible,1.5L Turbocharged,"1,500 cc",147 hp,200 km/h,9.5 sec,"$25,000 - $30,000",Petrol,4,210 Nm
Mitsubishi,Galant Fortis,2.0L MIVEC,"2,000 cc",154 hp,200 km/h,10.0 sec,"$18,000 - $22,000",Petrol,5,200 Nm
Mitsubishi,Endeavor,3.8L V6,"3,800 cc",225 hp,190 km/h,9.5 sec,"$28,000 - $35,000",Petrol,5,343 Nm
Mitsubishi,Grand Lancer,1.8L MIVEC,"1,800 cc",138 hp,190 km/h,11.5 sec,"$20,000 - $25,000",Petrol,5,173 Nm
Mitsubishi,Sigma,3.0L V6,"3,000 cc",210 hp,220 km/h,8.5 sec,"$35,000 - $40,000",Petrol,5,270 Nm
Mitsubishi,Town Box,0.7L 3-Cylinder,660 cc,48 hp,120 km/h,16.0 sec,"$10,000 - $12,000",Petrol,4,60 Nm
Mitsubishi,Minicab Miev,Electric Motor,16 kWh battery,64 hp,100 km/h,N/A,"$18,000 - $20,000",Electric,2,196 Nm
Mazda,Mazda3,2.0L SkyActiv-G,"2,000 cc",155 hp,200 km/h,8.9 sec,"$22,000 - $26,000",Petrol,5,213 Nm
Mazda,Mazda3 Hatchback,2.5L SkyActiv-G,"2,500 cc",186 hp,210 km/h,8.3 sec,"$24,000 - $28,000",Petrol,5,252 Nm
Mazda,Mazda6,2.5L Turbocharged,"2,500 cc",250 hp,240 km/h,6.4 sec,"$27,000 - $35,000",Petrol,5,420 Nm
Mazda,Cx-3,2.0L SkyActiv-G,"2,000 cc",146 hp,180 km/h,9.5 sec,"$21,000 - $25,000",Petrol,5,197 Nm
Mazda,Cx-30,2.5L SkyActiv-G,"2,500 cc",186 hp,204 km/h,8.7 sec,"$23,000 - $28,000",Petrol,5,252 Nm
Mazda,Cx-5,2.5L SkyActiv-G,"2,500 cc",187 hp,200 km/h,8.8 sec,"$26,000 - $32,000",Petrol,5,252 Nm
Mazda,Cx-50,2.5L Turbocharged,"2,500 cc",256 hp,220 km/h,6.9 sec,"$29,000 - $36,000",Petrol,5,434 Nm
Mazda,Cx-8,2.2L Diesel,"2,200 cc",187 hp,200 km/h,9.2 sec,"$36,000 - $42,000",Diesel,7,450 Nm
Mazda,Cx-9,2.5L Turbocharged,"2,500 cc",250 hp,210 km/h,7.2 sec,"$38,000 - $45,000",Petrol,7,420 Nm
Mazda,Cx-90,3.3L Inline-6 Turbo,"3,300 cc",340 hp,240 km/h,6.2 sec,"$50,000 - $60,000",Petrol,7,500 Nm
Mazda,Mx-5 Miata,2.0L SkyActiv-G,"2,000 cc",181 hp,225 km/h,6.5 sec,"$27,000 - $33,000",Petrol,2,205 Nm
Mazda,Mx-5 Miata Rf,2.0L SkyActiv-G,"2,000 cc",181 hp,225 km/h,6.5 sec,"$33,000 - $40,000",Petrol,2,205 Nm
Mazda,Mx-30 Electric,Electric Motor,35.5 kWh battery,143 hp,140 km/h,9.7 sec,"$33,000 - $37,000",Electric,5,271 Nm
Mazda,Cx-4,2.0L SkyActiv-G,"2,000 cc",158 hp,190 km/h,9.6 sec,"$22,000 - $28,000",Petrol,5,202 Nm
Mazda,Cx-7,2.3L Turbocharged,"2,300 cc",244 hp,210 km/h,7.9 sec,"$28,000 - $33,000",Petrol,5,350 Nm
Mazda,Tribute,3.0L V6,"3,000 cc",200 hp,190 km/h,9.0 sec,"$24,000 - $30,000",Petrol,5,270 Nm
Mazda,B-Series Pickup,2.5L Diesel,"2,500 cc",143 hp,170 km/h,11.5 sec,"$20,000 - $25,000",Diesel,5,330 Nm
